ROI_num,probe_success,probe_fail,probe_success-probe_fail,common_fail,VTCcorr
2,0.0,-5.061182295689111,0.0,0.0,0.0
3,-7.452249251473251,-6.513085683572375,0.0,0.0,0.0
5,-9.680622576862811,-7.437629816431265,0.0,-5.37008971938196,0.0
6,-6.074883169383726,-4.510700162583191,0.0,0.0,0.0
9,5.748635049278658,5.094834099247312,0.0,0.0,0.0
10,-6.021478227963036,0.0,-4.827841461116216,0.0,0.0
11,12.326113441859476,8.46357306951588,0.0,4.776003569665634,5.307281955320784
12,0.0,0.0,-5.057046886539322,0.0,0.0
14,7.424641227135053,6.071413949272305,0.0,0.0,0.0
15,6.518761216984537,15.653456065116645,-11.6605104132292,0.0,4.27206836301416
16,7.340459581558941,13.905223288369337,-6.803908986882887,6.4614723877599785,4.719672824644412
19,5.9759897441186185,5.689182065924464,0.0,0.0,0.0
20,14.526102116671575,14.889856870123406,-4.444455954110957,8.628593096574864,5.806114682358483
21,10.198522609608023,6.893729376514604,0.0,6.418397402714883,6.410348398420336
22,10.59768121304552,5.942010754968327,0.0,4.5397144824845945,0.0
24,-7.253176907480398,-9.14477093678802,4.464036478581464,0.0,0.0
28,13.293409503638388,15.0922335799932,-5.29538559940718,7.835960832773288,7.1983825693055845
29,14.969314160538229,12.071521309565789,0.0,7.128418107746857,5.96796433063997
30,5.900686980491411,0.0,0.0,0.0,4.27119549960458
31,9.502975777430173,5.674324511747625,0.0,0.0,0.0
32,9.24851498754366,4.202537711692639,4.336083733453262,5.453595513159497,0.0
33,0.0,-6.526671511812339,0.0,0.0,0.0
34,0.0,5.917582239567101,-5.73840527225449,0.0,0.0
35,5.652394797092911,5.112409488085214,0.0,4.600998668757839,0.0
36,6.711158166385103,14.24086607460163,-8.29035660038445,4.566483766980619,0.0
37,-4.170960973665268,0.0,0.0,0.0,0.0
38,11.717667160176756,4.425860108621403,6.355383471924732,4.053511032881407,4.176820289162012
39,-8.736479016987776,-11.612019358194765,0.0,0.0,0.0
40,-10.519454418708024,-5.132689454722389,0.0,0.0,0.0
41,5.9269673528678535,0.0,4.991798565426485,0.0,0.0
43,8.970282566924622,0.0,3.960389404937367,0.0,0.0
44,6.468547661273348,0.0,0.0,0.0,0.0
45,10.396692641718865,7.775201166918118,0.0,6.9514838285733,7.063388848252694
46,0.0,0.0,0.0,4.427101806212658,0.0
47,4.328733432339955,6.080532707227091,0.0,0.0,0.0
48,-7.588464300044334,-5.627122342255208,0.0,0.0,0.0
49,8.869771491561163,0.0,5.619742719665171,0.0,0.0
50,5.989758009339563,0.0,6.146719713312394,0.0,0.0
52,-5.734470852932678,0.0,0.0,0.0,0.0
53,-4.322923272295462,0.0,0.0,0.0,0.0
55,-4.1693766225416615,0.0,0.0,0.0,0.0
56,-4.645683143587369,0.0,-4.151445801716666,0.0,0.0
57,0.0,4.656007029614371,-5.245229697750335,0.0,0.0
59,8.584753817720669,0.0,0.0,0.0,0.0
61,-7.5961260982953,-7.659835359304915,0.0,0.0,0.0
62,-9.080603900400568,-4.464263913287279,0.0,0.0,0.0
64,0.0,-3.931003582027455,0.0,0.0,0.0
65,7.41610945100492,0.0,0.0,0.0,0.0
66,11.778322687527956,3.975207855710245,6.639596770391713,0.0,0.0
67,9.998743610681815,5.995661828284402,0.0,0.0,0.0
68,10.320536206048317,6.720861103306364,0.0,0.0,0.0
69,10.468982248475992,0.0,7.907462542757663,0.0,0.0
71,14.52502040484178,6.735112088870622,4.706087405376376,0.0,0.0
73,8.655786455828864,0.0,4.6798783683965794,0.0,-4.43201562753383
74,14.439186373488145,3.8641365452392793,6.428355633616475,0.0,0.0
77,-9.300498482976456,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,-4.125872888725945,-4.9066389658433485
79,-8.916951549262134,-9.848236147693344,0.0,0.0,0.0
80,-8.749255316405842,-7.721704206129196,0.0,0.0,0.0
83,0.0,5.526158842753204,-5.461267928322683,0.0,0.0
84,0.0,6.826830117084559,-4.9602244531670845,0.0,0.0
85,-6.128965202394185,-4.549866159069578,0.0,0.0,0.0
86,-4.566728001332178,0.0,0.0,0.0,0.0
87,0.0,4.29499841229437,-4.219607954828335,0.0,0.0
88,4.2158069561336,4.718885384874535,0.0,0.0,0.0
94,-4.341527206229595,0.0,0.0,0.0,0.0
95,5.757745260518069,0.0,0.0,0.0,0.0
99,-4.560154015822064,-5.395662756031487,0.0,0.0,0.0
100,-9.09543577193761,-4.9694237006911495,0.0,-4.475482461006208,0.0
102,-7.9718234560285985,-3.892251802949321,0.0,0.0,0.0
105,4.400369308711287,0.0,0.0,0.0,0.0
111,-6.5965728493812295,-4.6175405307576085,0.0,0.0,0.0
113,0.0,0.0,0.0,-4.151248323493483,0.0
114,-4.33830021145226,0.0,0.0,-5.245618489642753,0.0
115,-5.338816685412225,0.0,0.0,0.0,0.0
116,-5.384927564181303,-5.826936778603786,0.0,-4.638888135221488,0.0
118,4.665597353341791,0.0,0.0,0.0,0.0
120,-8.526123671091385,0.0,0.0,0.0,0.0
121,8.231218253501147,8.479139184177166,0.0,0.0,0.0
122,5.769782363642095,5.745088764920572,0.0,0.0,0.0
123,-4.789639926310276,0.0,0.0,0.0,0.0
124,7.531925509648386,0.0,7.055877306560244,-4.220405265019202,-5.307250425996936
126,4.699551251619887,5.850469274245612,0.0,0.0,0.0
128,6.314303600361613,8.705621930685414,-4.756365641551293,0.0,0.0
129,-3.950513217732036,0.0,0.0,0.0,0.0
132,3.98440534040351,5.4197867705096,0.0,0.0,0.0
134,-9.621736912383613,-8.339728613687216,0.0,-4.77328233795961,0.0
135,-5.015161759710803,0.0,0.0,0.0,0.0
137,-4.522540987787896,0.0,0.0,0.0,0.0
138,-10.305789244051072,-9.460645594791249,0.0,-5.55493569756671,0.0
140,-8.315588460829396,0.0,0.0,-3.912845187904594,0.0
141,-11.171247980091485,-7.277022836646717,0.0,0.0,0.0
142,-3.9895474640789375,-5.058423988625449,0.0,0.0,0.0
143,-8.506409088961538,-7.156731968492939,0.0,0.0,-4.132250193665593
144,0.0,5.9383619388856514,-4.081785419552857,0.0,4.245089847133969
145,-10.578576014932072,-6.380796759413321,0.0,0.0,-4.433505204052135
146,0.0,0.0,0.0,0.0,4.632337533424426
148,-11.873184707646864,-6.893478614722895,0.0,-4.214018909354051,-4.82197016755037
149,-5.356137222553847,0.0,0.0,0.0,0.0
150,9.646117089939228,14.513067806445536,-6.285959578755684,6.845113779025466,5.96815773383886
151,-5.285896424011258,0.0,-6.214117975395343,0.0,0.0
152,-8.82994186555003,-7.0829541382364605,0.0,0.0,0.0
153,0.0,6.58115585462296,-7.313648714143111,0.0,0.0
154,-7.54865183861029,-4.064861883343003,0.0,0.0,0.0
155,12.738176208601164,16.504165993425957,-6.592987800091996,8.208342878804068,6.274944812372383
156,0.0,7.855209679911018,-6.594842996921879,0.0,4.463627986715165
157,8.450177571307252,6.625146035675604,0.0,4.254159022673856,0.0
158,-7.015576067160984,0.0,0.0,0.0,0.0
162,11.496691964709624,10.823716194087064,0.0,4.08595856015051,5.4292091255635
163,-6.092728781331384,0.0,0.0,0.0,0.0
165,6.2245902725020965,0.0,0.0,0.0,0.0
166,7.451041936977221,4.726801276787147,0.0,4.208200957567354,0.0
168,0.0,6.94446206953642,-5.841471174033138,0.0,4.827059120535693
169,0.0,8.697137340212517,-7.972170859159743,0.0,0.0
170,-6.298687357418525,0.0,-3.962232176586092,0.0,0.0
171,4.636001079277825,4.53494523199521,0.0,0.0,5.138467930218988
172,-6.275976253635728,-4.665422407452684,0.0,0.0,0.0
173,-8.073178556916709,0.0,0.0,0.0,0.0
174,0.0,-6.505668056316152,0.0,0.0,0.0
176,-4.889561196587287,0.0,0.0,0.0,0.0
178,5.592444156706069,0.0,0.0,0.0,0.0
179,8.886086774028481,4.91716805888811,0.0,0.0,0.0
180,-6.061883629937759,0.0,0.0,0.0,0.0
181,0.0,0.0,-4.305198340932559,3.890099643203909,5.944959626517368
182,-12.471271576796298,-9.813748008638786,0.0,-4.83239116351551,-4.370376724365242
183,-5.47047421842862,0.0,0.0,0.0,0.0
184,0.0,4.157748378158857,-5.300940202527502,0.0,0.0
185,-6.166635548291143,0.0,0.0,0.0,0.0
186,-6.149987269452471,0.0,0.0,0.0,0.0
187,-8.575931451364733,-6.1472811660925775,0.0,0.0,0.0
188,-8.020037909760795,-5.434943861067132,0.0,0.0,0.0
190,-8.74313025556278,-6.632103480115736,0.0,0.0,0.0
191,-8.048114499291882,-7.616219300212818,0.0,0.0,0.0
192,-4.12940822438859,0.0,0.0,0.0,0.0
193,-8.537947918352936,-5.210536433028201,0.0,0.0,0.0
196,-4.90470894774942,0.0,0.0,0.0,0.0
197,-8.056890676012962,-7.500677409988705,0.0,0.0,0.0
198,13.769434432140766,7.782679585688361,0.0,0.0,0.0
199,-4.593787016336874,-4.660386481974966,0.0,0.0,0.0
200,9.419928807600636,5.381968456542037,4.212392549063667,0.0,0.0
201,4.924306518992678,0.0,4.779214147735559,0.0,0.0
204,14.80090665354776,6.463481289339509,0.0,0.0,0.0
205,0.0,4.208470168500388,0.0,0.0,0.0
206,11.298618265805356,6.824763049576399,5.641420979707847,0.0,0.0
207,16.02712511091968,9.439864082752736,0.0,0.0,0.0
209,11.481352764587566,4.334558814463269,6.329106429564921,0.0,0.0
210,10.664287864074817,4.228638073871305,4.392480333016117,0.0,-4.580785659780347
211,-6.150108360855506,-5.863219998814196,0.0,0.0,0.0
215,-6.052945785071582,0.0,0.0,0.0,0.0
217,-7.393714926183227,-4.506834245262552,0.0,0.0,0.0
218,-6.495810123387833,0.0,0.0,0.0,0.0
219,0.0,7.443127593072384,-8.495286589994002,0.0,0.0
221,0.0,7.805828954665983,-5.620042555293449,0.0,0.0
222,-7.997345310190696,-4.033507753121167,0.0,0.0,0.0
223,-8.948604681848785,-5.827270651491559,0.0,-5.1287498383514665,0.0
224,0.0,0.0,0.0,-4.379943954738017,0.0
225,-9.164800423434125,-6.731974323844232,0.0,0.0,0.0
227,-5.53075634220654,-6.745873138409509,0.0,0.0,0.0
228,-5.042163330401521,0.0,0.0,0.0,0.0
229,-8.648662295618804,-4.2404430231204,0.0,0.0,0.0
231,-7.3969865382061535,-6.631128031063391,0.0,0.0,0.0
234,7.656037707710806,0.0,0.0,0.0,0.0
235,-4.974756877092011,0.0,0.0,0.0,0.0
236,8.131477941372847,0.0,5.849139541217806,0.0,0.0
238,10.58413857657059,7.556940480945948,0.0,0.0,0.0
240,7.8763271613032675,0.0,4.347107906825835,0.0,0.0
244,-6.453135032085825,0.0,0.0,0.0,0.0
245,7.073082401911238,4.5579290409020885,0.0,0.0,0.0
246,0.0,-4.097369676723905,0.0,-4.360847028673395,0.0
248,4.661417040292509,0.0,7.160395089544135,0.0,0.0
249,9.766871118417148,5.32379117996787,0.0,0.0,0.0
250,8.543918119675473,0.0,0.0,0.0,0.0
254,4.640817541935663,4.199517099927988,0.0,0.0,0.0
256,4.682674508996902,0.0,5.61776511450543,0.0,0.0
257,-6.255153601670675,-5.919854172606367,0.0,0.0,0.0
258,7.558145923383575,6.276912496546607,0.0,0.0,0.0
260,0.0,0.0,0.0,-4.200726689528674,0.0
261,5.49404972185963,0.0,7.070907499782973,-5.637248725946358,-7.1716009360347135
262,0.0,5.042106603563776,0.0,0.0,0.0
263,4.7750085615608935,8.855228275461661,-6.3669454349158245,0.0,0.0
